animal,country,id,path,value,x,y
connection,Australia,Australia,18,0.41,-0.53820236174167,0.5692861877141056
connection,Australia,Australia,19,0.41,-0.545133647607963,0.5775808742993838
connection,Australia,Australia,20,0.41,-0.5522115751521051,0.5857366099775829
connection,Nigeria,Nigeria,1,0.44,-0.3478887288759076,0.48884908951649386
connection,Nigeria,Nigeria,2,0.44,-0.35432338587651335,0.49848144106402725
connection,Nigeria,Nigeria,3,0.44,-0.3606084906703745,0.508219714522457
connection,Nigeria,Nigeria,4,0.44,-0.36667442832026764,0.518112654103108
connection,Nigeria,Nigeria,5,0.44,-0.372428262492984,0.5282246577162493
connection,Nigeria,Nigeria,6,0.44,-0.37775611227794914,0.5386332745024136
connection,Nigeria,Nigeria,7,0.44,-0.382537671879272,0.5494178222842812
connection,Nigeria,Nigeria,8,0.44,-0.38667967542166315,0.5606349218487969
connection,Nigeria,Nigeria,9,0.44,-0.3901672169291097,0.5722831877566541
connection,Nigeria,Nigeria,10,0.44,-0.39311249939282544,0.5842730767330351
connection,Nigeria,Nigeria,11,0.44,-0.3957623341765204,0.5964283238447612
connection,Nigeria,Nigeria,12,0.44,-0.3984383650315553,0.6085324060521178
connection,Nigeria,Nigeria,13,0.44,-0.401434657359927,0.6203977991311036
connection,Nigeria,Nigeria,14,0.44,-0.40493585178450386,0.6319151103052363
connection,Nigeria,Nigeria,15,0.44,-0.40899773854720056,0.6430593145241268
connection,Nigeria,Nigeria,16,0.44,-0.4135797404934236,0.6538647076201016
connection,Nigeria,Nigeria,17,0.44,-0.4185931544140258,0.6643929546770719
connection,Nigeria,Nigeria,18,0.44,-0.42393904943992344,0.6747095842510284
connection,Nigeria,Nigeria,19,0.44,-0.4295289319254909,0.6848718821625672
connection,Nigeria,Nigeria,20,0.44,-0.4352921011063977,0.6949250223688723
